Majority protein IDs- with isoform information,Replicate,Ratio H/L 1,Ratio H/L 2,Ratio H/L 3,Ratio H/L 4,Ratio H/L 5,Ratio H/L 6,Ratio H/L 7,Ratio H/L 8,Ratio H/L 9,Ratio H/L 10,Ratio H/L 11,Ratio H/L 12,Ratio H/L 13,Ratio H/L 14,Ratio H/L 15,Ratio H/L 16,Ratio H/L 17,Ratio H/L 18,Ratio H/L 19,Ratio H/L 20,Ratio H/L 21,Ratio H/L 22,Ratio H/L 23,Ratio H/L 24,Ratio H/L 25,Ratio H/L 26,Ratio H/L 27,Ratio H/L 28,Ratio H/L 29,Ratio H/L 30,Ratio H/L 31,Ratio H/L 32,Ratio H/L 33,Ratio H/L 34,Ratio H/L 35,Ratio H/L 36,Ratio H/L 37,Ratio H/L 38,Ratio H/L 39,Ratio H/L 40,Ratio H/L 41,Ratio H/L 42,Ratio H/L 43,Ratio H/L 44,Ratio H/L 45,Ratio H/L 46,Ratio H/L 47,Ratio H/L 48,Ratio H/L 49,Ratio H/L 50,Ratio H/L 51,Ratio H/L 52,Ratio H/L 53,Ratio H/L 54,Ratio H/L 55
Q15020,3,0.18612,0.18564,0.41329,NaN,0.43665,0.36304,0.44653,0.40332,0.40472,0.48949,0.47361,0.78366,1.2918,2.5167,3.1406,2.8874,2.5899,3.057,3.7814,2.4502,1.7112,1.199,0.69772,0.48843,0.3504,0.67147,0.67744,0.36912,0.27728,0.17586,NaN,0.21903,0.16351,0.4067,0.18336,0.18096,0.22825,0.17741,0.21024,0.098814,0.28013,NaN,0.18143,NaN,NaN,NaN,0.52682,1.1142,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15021,3,0.42586,0.96191,2.1076,2.1578,1.6647,1.1187,0.8567,0.78647,0.80307,0.74785,0.77165,1.0201,1.3975,2.0931,2.4466,3.4746,2.0052,1.1561,0.50319,0.56483,0.38764,0.64028,0.51479,0.5443,0.48929,0.81027,0.70608,0.72781,0.80365,0.75627,0.67445,0.71485,0.48832,0.46532,0.67004,0.82253,1.0876,1.0604,1.0094,1.0863,0.55857,0.74352,0.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15024,3,NaN,NaN,NaN,NaN,5.8682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4112,NaN,NaN,NaN,3.7161,2.2768,NaN,NaN,1.3752,2.1435,2.0057,1.2256,0.97986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15027,3,0.77342,1.2705,5.0865,2.9722,1.69,NaN,1.3053,NaN,NaN,0.28858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.67611,NaN,NaN,NaN,NaN,2.7771,NaN,NaN,2.61,NaN,NaN
Q15029-2,3,1.0586,2.1304,2.4038,2.7218,3.2384,1.9911,1.8405,1.8313,1.0519,0.84683,0.96501,0.98879,1.0084,1.3299,1.6145,2.9121,2.8529,2.3812,0.91067,0.42816,0.32897,0.44249,0.34738,0.40208,0.31071,0.6915,0.31942,0.37206,0.33945,0.399,0.42203,0.73557,0.65646,0.65643,0.6772,0.92675,0.72777,0.67284,0.52701,1.114,2.236,3.221,2.4571,2.8986,2.1404,0.97112,NaN,0.37937,0.41588,NaN,NaN,NaN,NaN,NaN,0.58639
Q15031,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8657,7.0684,2.8627,1.6051
Q15042,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7741,NaN,NaN,1.1214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5239,3.4343,4.705,6.5474,6.2466,4.6993,5.5017,2.5527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15046,3,0.59933,2.1794,4.0128,4.0398,2.8009,4.7101,3.3503,4.0796,2.3464,2.4705,2.5715,2.0536,1.6257,1.6597,1.507,1.883,1.4248,1.3423,1.0055,1.0345,0.95983,1.1604,0.95954,1.0334,0.93657,1.206,1.0613,1.4981,1.6619,1.3009,1.3499,1.3055,1.0729,0.97364,1.0314,0.93021,0.99099,1.1297,1.1019,1.4485,1.9225,1.3843,1.685,1.5189,1.3288,0.83567,0.65506,0.48025,0.32676,0.42526,NaN,0.23279,NaN,NaN,NaN
Q15052,3,1.2901,1.4611,4.6287,1.8595,3.3136,1.7717,1.994,3.487,1.3056,1.1441,1.1861,1.5287,1.2258,1.6647,1.5572,2.0832,1.9135,3.4432,2.3465,3.6053,3.6847,2.9482,2.1515,2.8392,1.7922,1.4285,1.0152,NaN,3.7043,0.74233,1.208,1.3302,1.0916,1.5346,NaN,0.87727,NaN,0.76761,NaN,0.97766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q32MZ9,3,NaN,0.83831,NaN,NaN,NaN,NaN,1.2591,NaN,1.3153,0.63287,NaN,NaN,NaN,NaN,0.46602,NaN,0.47014,NaN,0.98668,NaN,NaN,NaN,NaN,1.8002,NaN,2.3721,NaN,NaN,1.2863,2.3478,4.1175,2.6218,1.7199,1.5717,1.6656,2.3439,5.0304,2.6201,2.6168,4.9424,2.4201,2.3309,6.3111,3.2395,2.2972,2.8778,3.3326,3.3836,2.0106,NaN,1.3154,NaN,NaN,NaN,NaN
Q15056-2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3568,2.1906,1.5296,1.5627,NaN,NaN,NaN,NaN,2.8474,2.7411,NaN,NaN,1.124,NaN,NaN,NaN,2.9006,2.6192,2.0315,NaN,2.5994,NaN,2.4309,1.8562,2.3599,1.5738
Q15057,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1328,3.7513,1.878,1.3546,2.5744,2.1834,8.7975,2.3891,8.1704,3.4429,NaN,7.2261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15067-2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2743,6.4567,4.6964,4.1615,1.0472
Q15075,3,0.24671,NaN,1.2431,1.6883,3.1723,4.2789,4.8747,3.7343,0.54133,0.26432,NaN,NaN,0.50874,0.58946,NaN,0.36666,0.46719,0.63541,0.47322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15102,3,0.078661,0.063767,0.09721,0.080089,0.076849,0.10335,0.12788,0.11926,0.12686,0.1787,0.092804,0.072565,0.14761,0.070325,0.12226,0.11136,0.10471,0.094591,0.056791,0.065002,0.04605,0.055995,0.066099,0.12664,0.030425,0.062629,0.055322,0.044198,0.050377,0.063369,NaN,0.064065,0.067096,0.057401,0.092024,0.20331,0.21593,0.66325,0.6201,0.30299,0.23008,0.081545,0.058575,0.11318,0.1001,0.05978,0.06766,0.20272,0.72715,2.8369,2.6022,2.4129,2.1264,2.0728,2.5475
Q15149-7,3,0.99608,0.84008,1.391,0.94754,NaN,NaN,NaN,NaN,NaN,NaN,1.1746,2.4324,3.9341,5.0199,2.9089,3.4591,NaN,NaN,NaN,3.4539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15155,3,1.6114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15181,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1692,2.9622,3.4499,2.8452,NaN,2.6058,2.3827,1.9196,2.7027,3.2633,NaN,2.5444,3.7405,4.0088,5.1213,0.93568,3.9355,3.7813,1.9172,1.1112,2.8029,4.9709,2.8681
Q15233,3,4.0696,4.0788,2.5311,2.7815,1.9926,3.5457,2.559,1.7944,1.6179,1.2529,1.5047,1.4189,1.0846,0.88388,0.81363,0.75409,0.80353,0.78427,0.82019,NaN,NaN,1.1793,1.7637,1.2016,0.85198,NaN,1.5586,NaN,1.0672,1.6951,2.7361,1.1544,1.7234,1.737,2.6016,2.639,2.3197,2.4807,2.0703,2.1798,1.7748,1.9827,1.9759,2.1851,1.3955,1.6265,1.5325,1.2159,1.451,2.6991,0.93368,1.1182,NaN,NaN,NaN
Q15276,3,0.32304,NaN,NaN,NaN,NaN,0.48936,0.37437,0.54856,0.4365,0.47549,0.7403,1.6172,2.6026,1.7451,2.1631,1.0161,0.55172,1.0439,1.5013,2.3367,2.0442,2.4461,1.9308,2.3704,1.4742,1.9664,NaN,NaN,0.60456,0.19723,0.30791,0.51188,0.28537,0.3704,0.59005,0.4691,0.44989,0.52285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15291,3,NaN,NaN,1.6079,NaN,NaN,NaN,3.2573,NaN,2.517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7431,1.9215,2.6829,4.3619,2.475,3.6232,3.3348,3.314,1.9146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15293,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0925,5.5123,11.874,NaN,NaN,NaN,NaN,NaN
Q15334,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.82677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.70257,1.001,1.0957,0.86596,NaN,NaN,1.1459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15361,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15365,3,1.2389,2.4567,2.6117,2.7149,2.5343,1.8632,1.8122,1.7864,1.9316,1.7472,1.6056,1.3692,1.2083,1.4723,1.2748,1.3759,1.4198,1.6348,1.5924,1.6388,1.3525,1.6993,1.3002,1.4346,1.1453,1.5266,1.3083,1.1757,1.4345,1.1738,1.5,1.8333,1.6553,1.7104,1.8804,1.7171,2.0359,1.7531,1.9346,1.8618,2.0023,2.1813,2.0263,1.9763,2.3356,2.2027,2.5295,2.2867,1.9141,2.2042,1.9571,2.161,2.0614,2.4909,1.8831
Q15370,3,0.097704,0.2241,0.54386,1.1145,0.69204,0.43081,0.42083,0.49908,0.5488,0.67991,0.55554,0.54944,0.53952,0.6224,0.5866,0.5861,0.67529,0.85443,0.61833,0.55885,0.59354,0.80745,0.75645,0.86414,0.75554,1.7538,1.8531,2.0017,1.7461,1.3914,1.1257,1.2438,1.3868,1.2225,1.2895,1.3977,1.8264,1.4637,1.1088,0.93863,0.74763,0.91594,0.69178,0.71406,0.74553,0.95959,1.5683,1.306,1.2085,0.95054,1.4758,1.3879,1.3525,1.9133,2.2537
Q15386,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4174,2.0178,1.5829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15393,3,0.78266,1.3547,1.7023,2.5213,1.6611,1.7109,1.5289,2.3884,3.164,5.259,3.998,4.3691,2.5964,2.4342,1.0662,0.68285,0.56184,0.38648,0.36303,NaN,NaN,NaN,0.38394,0.39029,0.42114,0.6239,NaN,NaN,0.48994,0.37926,0.58683,NaN,NaN,NaN,0.46345,0.62988,0.51317,0.52936,0.51249,0.85207,0.61373,1.0267,1.4582,1.9147,2.2524,1.9128,1.3978,0.70735,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15398,3,0.24984,0.23464,NaN,NaN,NaN,0.17373,0.17857,NaN,0.33436,0.26286,0.28741,NaN,NaN,0.36279,NaN,0.25521,0.34655,0.57103,0.55106,NaN,0.71586,0.93689,1.2628,1.1715,1.1522,1.6536,1.4747,2.1031,1.8298,2.0236,1.8682,0.94327,2.0317,1.3057,1.1511,1.7492,1.4565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15398-3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.95959,NaN,NaN,1.2265,1.2388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15404,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6957,5.3511,5.7022,4.6464,7.1406,NaN,NaN,NaN,NaN,NaN
Q15424-2,3,12.387,3.3014,13.707,10.519,6.8137,3.4434,9.8603,4.1016,8.138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4724,2.79,NaN,1.3248,2.611,4.3558,NaN,4.7701,8.9682,7.7892,NaN,1.76,2.2836,NaN,NaN,NaN,3.4644,5.7119,3.7697,5.2024,2.2362,10.953,6.7871
Q15427,3,1.5721,2.4685,2.2179,3.7421,2.344,2.6933,2.0739,2.1834,2.4257,4.6907,6.526,2.7833,3.8302,2.7556,1.6532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15428,3,0.66224,1.3128,2.7068,3.3912,2.1643,2.438,2.4895,3.5469,6.2961,6.8208,7.5683,7.3169,4.0793,3.3636,2.1181,1.2509,1.4142,1.5611,4.3893,5.9852,4.7027,4.3291,3.3969,3.5054,1.8084,1.86,0.89637,0.61662,0.44198,0.38285,0.42766,NaN,0.44056,NaN,0.23186,0.30187,0.26699,0.39793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15435,3,0.12669,0.14683,0.23533,0.20709,0.17642,0.23415,0.27442,0.17734,0.10996,0.12714,0.13217,0.16343,0.093426,0.18418,0.2611,0.10363,0.15905,0.19398,0.12492,0.13997,0.10926,0.23525,0.12793,0.11263,0.11082,0.19478,0.23848,0.21829,0.11905,0.11911,0.13966,0.20162,0.2155,0.32039,0.25012,0.29057,0.30857,0.32134,0.35677,0.40769,0.57259,1.2933,2.8575,4.6394,5.0125,5.667,3.064,3.5761,2.5031,2.6722,2.2991,1.8571,0.94059,1.2194,1.2881
Q15437,3,0.59058,1.1385,2.5055,1.529,NaN,1.1221,1.0491,NaN,NaN,0.89664,NaN,NaN,NaN,1.4694,1.4668,1.2357,0.99211,NaN,NaN,NaN,NaN,NaN,NaN,2.3956,NaN,NaN,NaN,NaN,1.2672,NaN,NaN,1.0356,1.2156,1.3304,2.0805,2.2583,2.0984,2.9157,3.28,2.5313,3.2654,5.0536,3.1688,2.8476,1.8781,1.4435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15459,3,0.67538,1.6682,3.1098,3.6957,3.0566,2.2496,2.057,4.0182,6.3065,7.169,8.058,5.0393,3.7395,2.8382,1.4188,1.259,1.3373,2.5432,3.8863,4.3573,4.232,3.5543,3.1565,2.9227,2.1581,2.1886,1.1584,0.7876,0.60624,0.55509,0.50186,0.50287,0.39845,0.33581,0.34449,0.41162,0.27308,0.25667,0.19888,0.24761,0.15854,0.14534,0.22364,0.36202,0.19476,0.23821,0.26255,0.22947,0.18644,0.23417,0.15857,0.13188,NaN,0.18306,0.12504
Q15527,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8876,2.3944,1.5149,1.3248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15555,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.53691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.89,5.7788,7.7199,5.9267,6.7074,5.1693,2.8907,1.8447,0.35605,1.2753
Q15633-2,3,NaN,2.8119,NaN,2.504,2.7244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15637-4,3,0.24094,0.56454,0.72905,NaN,0.3388,0.27706,0.24052,0.21439,0.38213,0.12529,0.26732,0.18376,0.24527,0.20709,0.22543,0.072836,0.15363,0.39322,0.12951,NaN,0.15045,NaN,0.10347,0.30451,0.16774,0.22957,0.27589,0.36417,0.36029,0.33931,0.42637,0.90365,1.9143,2.3959,2.8712,3.2069,2.0423,2.776,4.5397,7.5059,6.2473,3.3735,4.8891,4.3863,2.9277,5.8796,2.381,1.7399,0.96506,NaN,0.96325,1.1685,NaN,NaN,NaN
Q15637-5,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9695,10.083,19.358,16.375,13.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15643,3,NaN,NaN,NaN,NaN,1.7767,3.2784,4.4203,NaN,2.1407,5.3447,3.5802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15648,3,NaN,7.5412,6.2759,2.2115,2.2603,5.9863,5.7645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15653-2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36982,NaN,NaN,0.19287,0.68357,0.6583,0.37969,0.46475,0.72375,1.0342,3.9015,3.5382,2.9644,4.3788,2.4104,3.4962,4.4253,4.0775,3.1157,4.2582,1.6678,3.9317,3.8106,2.1944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15691,3,0.049782,0.10378,0.24397,0.33892,0.14479,0.126,0.065979,0.075687,0.05988,0.07294,0.15238,0.055014,0.051629,0.060288,0.074629,0.062662,0.081545,0.13192,0.064791,0.11361,0.051597,0.080513,0.17542,0.079975,0.061002,0.051884,0.12252,0.10635,0.093953,0.12087,0.14291,0.088623,0.097691,0.13968,0.1812,0.21572,0.15507,0.214,0.16472,0.2198,0.19023,0.31743,0.23105,0.22632,0.25686,0.26273,0.30261,0.31525,0.31882,1.1755,1.8911,2.3349,4.3291,12.748,14.399
Q15717,3,3.3133,3.7819,3.4015,2.796,3.2151,2.4562,1.7609,1.4808,1.4415,1.7617,1.6387,1.4555,1.1347,0.75626,NaN,0.9283,0.70846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15738,3,NaN,2.2438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15750,3,0.51645,0.27226,NaN,NaN,NaN,NaN,0.2538,NaN,0.69856,0.59997,0.30913,0.19177,0.40205,NaN,NaN,NaN,0.42297,0.67646,0.74204,0.70546,1.1856,NaN,NaN,0.78568,NaN,0.73017,0.75007,1.4864,1.9905,1.3073,0.96702,1.0228,0.87152,0.95539,1.4125,1.0251,1.5207,2.9221,1.9655,1.9873,1.8924,1.5812,1.1378,NaN,NaN,NaN,NaN,NaN,NaN,4.8357,2.4875,4.0458,NaN,2.9677,2.8898
Q15751,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.324,1.6973,3.5428,3.6988,2.0079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15773,3,NaN,NaN,1.0448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2106,3.2099,0.96383,NaN,1.441,1.4742,1.2102,1.1475,NaN,NaN,NaN,NaN,NaN,0.77,0.64058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15785,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.91802,NaN,NaN,NaN
Q15811-9,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1975,5.228,2.4145,4.7756,2.2845,1.231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q15819,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
